lon,lat,nitrogen,phosphorus,potassium,ph,soil_type,timestamp,id,name,nepaliName,province,ecoZone,avgRainfallMm,solarRadiationKwh,baseSoilPh,laborRateNprPerDay,description
83.435,27.63,0.11,68.84,101.99,6.65,Fluvial non calcareous,2025-07-23 02:18:27.981396,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.465,27.63,0.1,68.46,66.88,6.46,Fluvial non calcareous,2025-07-23 02:18:28.926817,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.43,27.635,0.1,76.96,77.31,6.91,Fluvial non calcareous,2025-07-23 02:18:29.824868,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.47,27.635,0.1,70.93,72.76,6.42,Fluvial non calcareous,2025-07-23 02:18:30.781383,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.425,27.64,0.1,72.12,76.81,7.03,Fluvial non calcareous,2025-07-23 02:18:31.697993,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.475,27.64,0.1,71.49,67.67,6.4,Fluvial non calcareous,2025-07-23 02:18:32.541074,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.42,27.645,0.1,70.34,77.83,7.06,Fluvial non calcareous,2025-07-23 02:18:33.378893,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.48,27.645,0.1,66.49,66.88,6.41,Fluvial non calcareous,2025-07-23 02:18:34.295639,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.415,27.65,0.1,76.52,75.25,7.18,Fluvial non calcareous,2025-07-23 02:18:35.220975,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.485,27.65,0.1,69.37,80.23,6.46,Fluvial non calcareous,2025-07-23 02:18:36.160735,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.41,27.655,0.09,67.48,71.28,7.25,Fluvial non calcareous,2025-07-23 02:18:37.038130,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.405,27.66,0.09,69.61,83.31,7.35,Fluvial non calcareous,2025-07-23 02:18:38.876862,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.4,27.665,0.09,65.61,85.49,7.27,Fluvial non calcareous,2025-07-23 02:18:40.652051,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.395,27.67,0.1,69.37,96.34,7.39,Fluvial non calcareous,2025-07-23 02:18:42.514700,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
87.2633,26.5896,0.08,45.69,132.85,6.31,Fluvial non calcareous,2025-07-23 02:18:25.067985,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.2833,26.5896,0.08,52.88,156.86,6.28,Fluvial non calcareous,2025-07-23 02:18:26.006533,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.2533,26.5996,0.08,49.72,137.34,6.19,Fluvial non calcareous,2025-07-23 02:18:28.679920,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.2933,26.5996,0.08,47.38,169.56,6.12,Fluvial non calcareous,2025-07-23 02:18:29.607516,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.2483,26.6046,0.08,45.63,161.43,6.14,Fluvial non calcareous,2025-07-23 02:18:30.561526,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.2983,26.6046,0.08,57.01,138.51,6.13,"Fluvial, calcareous",2025-07-23 02:18:31.483982,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.2433,26.6096,0.09,45.51,141.33,6.1,Fluvial non calcareous,2025-07-23 02:18:32.357231,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.3033,26.6096,0.08,54.66,158.68,6.14,"Fluvial, calcareous",2025-07-23 02:18:33.227412,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.2383,26.6146,0.09,47.04,142.37,5.9,Fluvial non calcareous,2025-07-23 02:18:34.109366,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.3083,26.6146,0.1,48.73,227.56,6.38,Fluvial non calcareous,2025-07-23 02:18:35.040238,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.2333,26.6196,0.1,38.58,171.61,5.99,Fluvial non calcareous,2025-07-23 02:18:35.953752,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.3133,26.6196,0.1,36.3,200.57,6.41,"Fluvial, calcareous",2025-07-23 02:18:36.861178,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.2283,26.6246,0.1,42.25,182.59,5.94,Fluvial non calcareous,2025-07-23 02:18:37.735234,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.3183,26.6246,0.1,35.85,245.81,6.57,Fluvial non calcareous,2025-07-23 02:18:38.734245,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.2233,26.6296,0.09,38.51,178.39,5.98,Fluvial non calcareous,2025-07-23 02:18:39.602737,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.3233,26.6296,0.09,33.9,268.73,6.56,Fluvial non calcareous,2025-07-23 02:18:40.529780,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.2183,26.6346,0.09,39.75,203.03,5.95,Fluvial non calcareous,2025-07-23 02:18:41.411386,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.3283,26.6346,0.1,28.15,207.88,6.58,Fluvial non calcareous,2025-07-23 02:18:42.370307,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
87.2133,26.6396,0.09,35.9,214.37,6.15,Fluvial non calcareous,2025-07-23 02:18:43.299199,sunsari,Sunsari,सुनसरी,Koshi Province,Terai,1980,5.3,7.0,700,Koshi river basin district rich in fertile alluvial soil and sugarcane.
87.3333,26.6396,0.11,26.36,210.76,6.65,Fluvial non calcareous,2025-07-23 02:18:44.146246,morang,Morang,मोरङ,Koshi Province,Terai,2050,5.2,6.8,720,Major industrial and agricultural Terai district with extensive rice fields.
83.9606,28.1496,0.18,79.41,159.41,5.61,"slate, phyllite",2025-07-23 02:18:07.652983,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
84.0156,28.1546,0.13,57.5,131.42,5.91,"slate, phyllite",2025-07-23 02:18:10.214893,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
83.9506,28.1596,0.17,71.67,198.81,5.6,"slate, phyllite",2025-07-23 02:18:11.166398,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
84.0206,28.1596,0.14,74.79,198.53,5.9,Fluvial non calcareous,2025-07-23 02:18:12.131486,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
84.0256,28.1646,0.14,60.2,155.5,5.91,Fluvial non calcareous,2025-07-23 02:18:13.818392,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
84.0306,28.1696,0.14,73.31,176.98,5.95,Fluvial non calcareous,2025-07-23 02:18:15.650041,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
84.0356,28.1746,0.16,90.11,166.11,5.86,Fluvial non calcareous,2025-07-23 02:18:17.572884,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
84.0406,28.1796,0.15,73.7,184.07,5.98,Fluvial non calcareous,2025-07-23 02:18:19.349433,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
83.9256,28.1846,0.16,79.39,152.43,5.59,Quartzite,2025-07-23 02:18:20.320188,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
84.0456,28.1846,0.14,89.61,197.65,5.95,Fluvial non calcareous,2025-07-23 02:18:21.273719,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
84.0506,28.1896,0.13,78.8,167.12,5.83,"slate, phyllite",2025-07-23 02:18:23.082827,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
83.9106,28.1996,0.16,71.03,178.06,5.62,Quartzite,2025-07-23 02:18:25.784567,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
84.0606,28.1996,0.15,63.88,148.0,5.5,"slate, phyllite",2025-07-23 02:18:26.712869,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
83.9056,28.2046,0.17,77.84,164.41,5.5,Quartzite,2025-07-23 02:18:27.581579,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
84.0006,28.2796,0.15,62.29,181.28,5.56,"slate, phyllite",2025-07-23 02:18:34.645498,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
84.0056,28.2746,0.16,108.92,213.68,5.66,Quartzite,2025-07-23 02:18:36.443115,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
83.9606,28.2696,0.14,65.03,182.05,5.62,Fluvial non calcareous,2025-07-23 02:18:37.324968,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
83.9556,28.2646,0.14,67.74,191.75,5.66,Fluvial non calcareous,2025-07-23 02:18:39.135792,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
83.9506,28.2596,0.16,66.18,172.67,5.51,Quartzite,2025-07-23 02:18:40.923644,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
83.9406,28.2496,0.17,60.91,195.61,5.54,"slate, phyllite",2025-07-23 02:18:44.498372,kaski,Kaski,कास्की,Gandaki Province,Hill,3600,4.6,6.0,850,Pokhara valley district receiving Nepal highest annual rainfall.
81.6117,28.02,0.06,249.14,256.23,7.68,Fluvial non calcareous,2025-07-23 02:18:25.786192,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6217,28.02,0.06,273.22,230.15,7.69,Fluvial non calcareous,2025-07-23 02:18:26.710483,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6067,28.025,0.06,228.62,324.62,7.58,Fluvial non calcareous,2025-07-23 02:18:27.590913,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6267,28.025,0.06,217.23,238.05,7.68,Fluvial non calcareous,2025-07-23 02:18:28.471168,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6317,28.03,0.07,186.86,309.22,7.66,Fluvial non calcareous,2025-07-23 02:18:30.343174,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.5967,28.035,0.06,192.01,251.86,7.52,Fluvial non calcareous,2025-07-23 02:18:31.252983,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6367,28.035,0.06,185.9,264.46,7.79,Fluvial non calcareous,2025-07-23 02:18:32.143902,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.5917,28.04,0.06,165.48,267.83,7.56,Fluvial non calcareous,2025-07-23 02:18:33.009683,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6417,28.04,0.08,173.68,305.8,7.7,Fluvial non calcareous,2025-07-23 02:18:33.883810,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.5867,28.045,0.06,153.82,281.36,7.39,Fluvial non calcareous,2025-07-23 02:18:34.812242,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6467,28.045,0.07,176.61,209.08,7.68,Fluvial non calcareous,2025-07-23 02:18:35.693612,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6517,28.05,0.08,196.96,252.81,7.68,Fluvial non calcareous,2025-07-23 02:18:37.518268,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.5767,28.055,0.07,129.79,263.01,7.13,Fluvial non calcareous,2025-07-23 02:18:38.478384,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6567,28.055,0.07,179.47,208.18,7.56,Fluvial non calcareous,2025-07-23 02:18:39.381177,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.5717,28.06,0.07,141.23,304.34,7.22,Fluvial non calcareous,2025-07-23 02:18:40.286691,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6617,28.06,0.07,204.76,219.63,7.53,Fluvial non calcareous,2025-07-23 02:18:41.180649,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.5667,28.065,0.08,173.24,349.45,7.31,Fluvial non calcareous,2025-07-23 02:18:42.048386,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6667,28.065,0.07,190.26,185.72,7.32,Fluvial non calcareous,2025-07-23 02:18:43.079920,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.5617,28.07,0.08,148.75,330.72,7.41,Fluvial non calcareous,2025-07-23 02:18:43.928819,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
81.6717,28.07,0.06,184.7,198.29,7.75,Fluvial non calcareous,2025-07-23 02:18:44.837610,banke,Banke,बाँके,Lumbini Province,Terai,1350,5.5,7.2,680,"Mid-Western commercial hub producing pulses, paddy, and mustard oil."
83.5767,27.5717,0.1,69.14,108.57,6.52,Fluvial non calcareous,2025-07-23 02:18:03.350181,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.6567,27.5717,0.09,42.18,91.77,7.31,Fluvial non calcareous,2025-07-23 02:18:04.325503,nawalpur,Nawalparasi,नवलपुर,Gandaki Province,Terai,1950,5.1,6.7,720,Terai floodplain district with high rice yields and timber forests.
83.5717,27.5767,0.1,75.26,99.29,6.49,Fluvial non calcareous,2025-07-23 02:18:05.221902,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.6617,27.5767,0.09,47.05,106.67,7.42,Fluvial non calcareous,2025-07-23 02:18:06.149286,nawalpur,Nawalparasi,नवलपुर,Gandaki Province,Terai,1950,5.1,6.7,720,Terai floodplain district with high rice yields and timber forests.
83.5667,27.5817,0.1,74.81,89.26,6.45,Fluvial non calcareous,2025-07-23 02:18:07.081129,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.6667,27.5817,0.13,33.64,99.73,7.07,Fluvial non calcareous,2025-07-23 02:18:08.047163,nawalpur,Nawalparasi,नवलपुर,Gandaki Province,Terai,1950,5.1,6.7,720,Terai floodplain district with high rice yields and timber forests.
83.5617,27.5867,0.1,77.95,68.46,6.38,Fluvial non calcareous,2025-07-23 02:18:08.906502,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.6717,27.5867,0.11,34.06,84.13,7.21,Fluvial non calcareous,2025-07-23 02:18:09.786952,nawalpur,Nawalparasi,नवलपुर,Gandaki Province,Terai,1950,5.1,6.7,720,Terai floodplain district with high rice yields and timber forests.
83.5567,27.5917,0.1,73.06,91.6,6.31,Fluvial non calcareous,2025-07-23 02:18:10.702040,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.6767,27.5917,0.15,34.4,99.84,7.19,Fluvial non calcareous,2025-07-23 02:18:11.679671,nawalpur,Nawalparasi,नवलपुर,Gandaki Province,Terai,1950,5.1,6.7,720,Terai floodplain district with high rice yields and timber forests.
83.5467,27.6017,0.1,71.14,77.46,6.31,Fluvial non calcareous,2025-07-23 02:18:14.303768,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.5417,27.6067,0.1,71.62,71.8,6.36,Fluvial non calcareous,2025-07-23 02:18:16.101089,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.5367,27.6117,0.1,80.05,82.9,6.29,Fluvial non calcareous,2025-07-23 02:18:18.077239,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.5717,27.6567,0.1,55.51,84.14,6.2,Fluvial non calcareous,2025-07-23 02:18:34.825516,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.5667,27.6517,0.09,49.09,73.21,6.23,Fluvial non calcareous,2025-07-23 02:18:36.655038,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.5617,27.6467,0.1,56.52,115.89,6.34,Fluvial non calcareous,2025-07-23 02:18:38.441666,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.5567,27.6417,0.11,56.48,84.04,6.35,Fluvial non calcareous,2025-07-23 02:18:40.217428,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.5517,27.6367,0.1,64.23,60.99,6.31,Fluvial non calcareous,2025-07-23 02:18:42.047652,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.5467,27.6317,0.1,77.51,100.96,6.33,Fluvial non calcareous,2025-07-23 02:18:43.858584,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
83.5417,27.6267,0.1,60.9,73.7,6.44,Fluvial non calcareous,2025-07-23 02:18:45.652184,rupandehi,Rupandehi,रूपन्देही,Lumbini Province,Terai,1650,5.3,7.1,720,Birthplace of Buddha (Lumbini) and commercial grain trade center.
85.8117,26.72,0.07,43.98,93.28,6.37,Fluvial non calcareous,2025-07-23 02:18:28.654758,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.8217,26.72,0.06,36.55,78.1,6.56,Fluvial non calcareous,2025-07-23 02:18:29.571324,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.8067,26.725,0.07,36.1,76.83,6.52,Fluvial non calcareous,2025-07-23 02:18:30.521020,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.8267,26.725,0.06,34.41,81.05,6.56,Fluvial non calcareous,2025-07-23 02:18:31.439850,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.8017,26.73,0.07,40.88,81.25,6.47,Fluvial non calcareous,2025-07-23 02:18:32.322996,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.8317,26.73,0.07,43.22,96.62,6.59,Fluvial non calcareous,2025-07-23 02:18:33.188387,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.8367,26.735,0.07,38.1,104.03,6.49,Fluvial non calcareous,2025-07-23 02:18:34.991584,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.7917,26.74,0.06,32.7,75.35,6.56,Fluvial non calcareous,2025-07-23 02:18:35.918687,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.8417,26.74,0.06,41.64,109.82,6.53,Fluvial non calcareous,2025-07-23 02:18:36.836122,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.7867,26.745,0.06,29.74,70.08,6.41,Fluvial non calcareous,2025-07-23 02:18:37.732051,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.8467,26.745,0.06,37.99,105.32,6.45,Fluvial non calcareous,2025-07-23 02:18:38.686390,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.7817,26.75,0.08,39.29,120.16,6.5,Fluvial non calcareous,2025-07-23 02:18:39.562749,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.8517,26.75,0.08,35.61,103.47,6.51,Fluvial non calcareous,2025-07-23 02:18:40.460329,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.7767,26.755,0.08,30.23,68.01,6.57,Fluvial non calcareous,2025-07-23 02:18:41.334538,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.8567,26.755,0.07,34.68,88.67,6.45,Fluvial non calcareous,2025-07-23 02:18:42.272976,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.7717,26.76,0.08,24.66,59.59,6.83,Fluvial non calcareous,2025-07-23 02:18:43.230522,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.8617,26.76,0.07,33.99,93.94,6.48,Fluvial non calcareous,2025-07-23 02:18:44.074105,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.7667,26.765,0.08,22.0,51.96,6.58,Fluvial non calcareous,2025-07-23 02:18:45.001707,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.8667,26.765,0.07,30.35,86.79,6.45,Fluvial non calcareous,2025-07-23 02:18:45.888254,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
85.7617,26.77,0.08,21.73,69.21,6.42,Fluvial non calcareous,2025-07-23 02:18:46.782154,mahottari,Mahottari,महोत्तरी,Madhesh Province,Terai,1350,5.5,7.2,650,"Fertile Terai plain with sugarcane, mango groves, and paddy fields."
